transformed_input_for_generation,target
"Speaker HOWARD: Are you saying that you've been holding back? 
Speaker LEONARD: Of course. Out of respect. 
Speaker HOWARD: So, how do you explain the ten years before Penny? 
Speaker RAJ: Who were you respecting then? 
Speaker LEONARD: Well, I've dated plenty of women. 
Speaker LEONARD: There was Joyce Kim, Leslie Winkle 
Speaker SHELDON: ","Notify the editors of the Oxford English Dictionary. The word ""plenty"" has been redefined to mean ""two."""
"Speaker RACHEL: Okay, let me just get a cup of coffee. 
Speaker MONICA: Oh Rachel, I know the best coffee house and it's sooo close. 
Speaker RACHEL: Closer than here? 
Speaker PHOEBE: ","Oh, hey, look, I found coffee! Okay, let's skedaddle."
"Speaker CHANDLER: Oh, uh, I... don't... care. Ok, now, remember, no trading. You get the pretty one, I get the mess. 
Speaker PERSON: ","Hi, Joey. Well well, look what you brought. Very nice."
"Speaker SHELDON: It's probably a euphemism for urination. 
Speaker PENNY: Sheldon, what is wrong with you? 
Speaker SHELDON: Not much. Although, I can be faulted for being overly fond of koala bears. 
Speaker SHELDON: I don't know what it is, when they smart munching on eucalyptus, I just melt inside. 
Speaker PENNY: Okay, Amy just told you some exciting news, and you acted like it was no big deal. 
Speaker SHELDON: ","Oh, I see why you're confused. No, her news sounded important, but what you're forgetting is, it was an achievement in the field of biology. That's all about yucky, squishy things."
"Speaker PERSON: Wow, this place is awesome. 
Speaker PERSON: Where do they keep the Archies? 
Speaker SHELDON: ","In the bedrooms of ten-year- old girls, where they belong."
"Speaker LEONARD: Okay. On the count of three, I'll shoot the fire extinguisher and get him airborne. 
Speaker LEONARD: Howard, you wave the blanket and guide him towards the exit. 
Speaker LEONARD: Raj, you hold open the curtain so he can fly out. 
Speaker HOWARD: ",Are you sure a dummy like me can handle something as complicated as a blanket?
"Speaker DOROTHY: Now PERSON is depressed Rose. 
Speaker ROSE: Do you think she is depressed about Rebecca 
Speaker DOROTHY: ","No Rose, she is depressed because Marvel had manners on only once a week"
"Speaker RACHEL: Ahh! 
Speaker PERSON: It wasn't on your list, but hopefully you'll think it's really fun. 
Speaker RACHEL: A scooter! 
Speaker ROSS: ",Stick to the list.
"Speaker PERSON1: Really?! Well, it's just like everyone else's apartment. It's got rooms, walls, and ceilings. 
Speaker PERSON2: Well, I just wanted to see where you lived. Now, give me the tour. 
Speaker MONICA: Oh my God! Oh my God! 
Speaker PERSON1: ","Ah well, this is the living room."
"Speaker HOWARD: Thank you. 
Speaker HOWARD: So, shall we get started? 
Speaker PERSON: Sure.
But can I ask you a question first? 
Speaker HOWARD: Do you want to play Cylon and colonist? 
Speaker PERSON: I want to know why you're playing make-believe with me when you could be out with a real woman tonight. 
Speaker HOWARD: You mean, Bernadette? 
Speaker PERSON: ","No, I mean Princess Leia. Of course I mean Bernadette. She's a wonderful girl and she really likes you."
"Speaker DOROTHY: Oh fine we will! 
Speaker SOPHIA: Is that Paolo? 
Speaker DOROTHY: ","Oh ma no, it was a little girl selling girl scout toilets."
"Speaker HOWARD: A gallant man would defend his fiance for being called a urethra. 
Speaker LEONARD: Can we please change the subject? 
Speaker RAJ: Well, that didn't go your way. 
Speaker PENNY: Dr. Lorvis, what are you doing here? 
Speaker PERSON: Uh, well, actually I came to see you. 
Speaker PENNY: Really? Why? 
Speaker LEONARD: ","Ah, that's a good question. Apparently someone was being awfully flirty while not wearing their engagement ring, causing another someone to show up here thinking the first someone might be available."
"Speaker CHANDLER: Yes. Yes, there is, they play on Sundays and Monday nights. 
Speaker RACHEL: Oh shoot! I work Monday nights. 
Speaker PHOEBE: Umm, this stuffing is amazing. Do you think we should bring them some? 
Speaker JOEY: ","When they're hungry enough, they'll come in."
"Speaker SHELDON: (thermometer beeps) 102.2.
(coughs) 
Speaker SHELDON: ",Exactly what it was half an hour ago. It's like you're not even trying to get better.
"Speaker CHANDLER: Hey, it's me. I know you can't stand to be in the same room as me, so I just thought I'd try and apologize over the phone. 
Speaker JOEY: Hello. 
Speaker CHANDLER: ","Look I never should have kissed your girlfriend, but I'm"
"Speaker PHOEBE: I need to talk to you, it's pretty urgent. It's about Monica and Chandler. 
Speaker ROSS: Oh my God! Of course, of course. 
Speaker ROSS: ","Umm, would you please excuse me for a moment?"
"Speaker PERSON: What are you seeing? 
Speaker BLANCHE: Nightmare on Elm Street 4 
Speaker ROSE: Do you have to see 1, 2 and 3 to appreciate it? 
Speaker DOROTHY: ","No Rose, it stands alone."
"Speaker BERNADETTE: Should I give him another chance? 
Speaker LEONARD: It's up to you. He didn't call your experiment stupid. 
Speaker BERNADETTE: Come here, tushy face. 
Speaker LEONARD: ""Tushy face. "" Raj, you should've seen Leonard's experiment. 
Speaker BERNADETTE: ","Raj, you should've seen Leonard's experiment. The interference pattern was so cool when the electron beam was on."
"Speaker RAJ: It's nice that all the people who are lonely on Valentine's Day can come here tonight and be together. 
Speaker PERSON: ","Yeah, I'm really looking forward to it. In fact, there's no place I would rather be than here."
"Speaker MONICA: And the boots don't really go with it. 
Speaker CHANDLER: ","You said you spent all that money because those boots go with skirts, dresses and pants. What do you plan on wearing? A Chicken suit?"
"Speaker SHELDON: And here's where we are. The runts in a large litter.
unlikely to ever reach the nourishing teats of Indiana Jones. 
Speaker LEONARD: So I guess it's a good thing we stopped for dinner. 
Speaker RAJ: You know, guys, when facing disappointment, Eat, Pray, Love  teaches us 
Speaker HOWARD: Oh, shut up. 
Speaker AMY: ","...so anyway, to make a long story short, turns out I have an unusually firm cervix."
"Speaker RAJ: It's true-- you're both gorgeous. 
Speaker RAJ: Kind of says something about the man who could bed you both. 
Speaker RAJ: You get why I've been alone most of my adult life. 
Speaker PERSON: So, what brings you by? Well, 
Speaker HOWARD: ",I don't need a reason-- it's my house.
"Speaker PHOEBE: No, no! 
Speaker MONICA: Give it to me! 
Speaker PHOEBE: You can't have it. 
Speaker MONICA: Give it to me! 
Speaker PHOEBE: ",No
"Speaker JOEY: Yeah! You gotta tell a girl before you tape her. Such a rookie mistake. 
Speaker CHANDLER: Y'know who has a great video camera? 
Speaker PHOEBE: Greg and Jenny? 
Speaker MONICA: ",Do you still wanna call  'em? I wanna call  'em.
"Speaker PERSON: Well, the biggest news is still you dumping Barry at the altar! 
Speaker PERSON: Alright. Let's talk reality for a second. 
Speaker RACHEL: Okay. 
Speaker PERSON: ",When are you coming home?
"Speaker RACHEL: Uh-huh. 
Speaker PHOEBE: That sounds great! 
Speaker JOEY: Hey! 
Speaker MONICA: ","Umm, excuse me, we switched apartments. You can't eat are food anymore, that-that gravy train had ended."
"Speaker ROSS: Wow! This is so amazing. I uh, I really thought I'd have to talk you into this more. 
Speaker RACHEL: ",What-wh-what so we'll just stay married forever?
"Speaker RAJ: That's a great idea. I'm going to get him to sign a Batman as well. 
Speaker SHELDON: What is it about the word ""unique"" you don't understand? 
Speaker HOWARD: Damn, paper cut. Nothing worse than a paper cut. 
Speaker RAJ: Well, obviously you don't remember your circumcision. 
Speaker SHELDON: There's Neosporin and Band-Aids in my top desk drawer. 
Speaker HOWARD: ",Why don't you keep that stuff in the bathroom?
"Speaker SHELDON: There it is again.
Do you kiss your mother with that mouth? 
Speaker SHELDON: Oh, well, I'm sorry for your loss.
- Oh! - Good night, sir. 
Speaker SHELDON: Unbelievable.
He says Wolowitz deserves my spot because he's a high-profile asset to the university. 
Speaker LEONARD: Well, he's not wrong.
Howard did go to the International Space Station. 
Speaker SHELDON: ","Yeah, that was five weeks ago. How much longer is he gonna milk that cow?"
"Speaker MONICA: I just don't wanna give them any more ammunition than they already have. 
Speaker CHANDLER: ","Yes, we all know how cruel a parent can be, about the flatness of a child's pillow."
"Speaker LEONARD: I honestly don't care. 
Speaker RAJ: Really? Because every time we've talked about unusual animal genitals, you've always had some pretty strong and controversial opinions. 
Speaker LEONARD: What do you want from me? I just don't give a rat's ass. 
Speaker HOWARD: Would that be a giant rat's ass? 
Speaker SHELDON: For the record, giant rats are possible. 
Speaker LEONARD: ",Can we please talk about something else? Maybe something vaguely related to life as we know it on this planet?
"Speaker ROSS: I don't want to be single. I just, I just want to be married again. 
Speaker CHANDLER: ",And I just won a million dollars!
"Speaker SHELDON: Yes. 
Speaker PERSON: And some people in the science community are calling it ""The Wonder Blunder."" 
Speaker SHELDON: Who? Give me their names.
I bet it's Wolowitz. 
Speaker PERSON: It's just such a fascinating story. Your calculations are way off, but they find the element anyway. 
Speaker PERSON: It's like misreading a treasure map and still finding the treasure. 
Speaker SHELDON: ",Can we talk about something else? Do you know that I yodel?
"Speaker CHANDLER: Have you seen Joey? 
Speaker MONICA: What's the matter? 
Speaker CHANDLER: Oh, just this!  Y'know what it's my fault really, because the couch is usually where we 
Speaker JOEY: ","Hey, does somebody wanna hand me one of those tiles."
"Speaker MONICA: You gotta help me out here, you gotta set me up, you gotta get me back in the game. 
Speaker RACHEL: Well, that shouldn't be a problem. I mean I work in fashion and all I meet are eligible straight men. 
Speaker MONICA: Pete, can I get you something else? 
Speaker PERSON: ","Yeah, a slice of cheesecake and-and a date if you're given'  'em out."
"Speaker LEONARD: How do I look? 
Speaker SHELDON: Could you be more specific? 
Speaker LEONARD: Can you tell I'm perspiring a little? 
Speaker SHELDON: ",No. The dark crescent-shaped patterns under your arms conceal it nicely.
"Speaker CHANDLER: No, no, you're right, it is a ridiculous name! 
Speaker JOEY: It's not that bad. 
Speaker CHANDLER: Yes it is! From now on, I have no first name. 
Speaker JOEY: ","So, you're just Bing?"
"Speaker CHANDLER: Hey! 
Speaker CHANDLER: ",That monkey has got a Ross on its ass!
"Speaker SHELDON: Ask me why. 
Speaker LEONARD: Do I have to? 
Speaker SHELDON: Of course. That's how you move a conversation forward. 
Speaker LEONARD: Why? 
Speaker SHELDON: The learning opportunities would be abundant. 
Speaker SHELDON: Additionally, I like having my belly scratched. 
Speaker PENNY: ",I hope I'm a waitress at the Cheesecake Factory for my whole life.
"Speaker ROSS: Chandler. I sensed it was you. 
Speaker CHANDLER: What?! 
Speaker ROSS: Unagi. I'm always aware. 
Speaker CHANDLER: ","Okay, are you aware unagi  is an eel?"
"Speaker ROSE: How would I know if they fog up? 
Speaker DOROTHY: ","The little man who lives in there, who turns the light on and off will tell you."
"Speaker ROSE: We brought dinner. 
Speaker SOPHIA: What you get? 
Speaker DOROTHY: ",A bucket of chicked. I hope you like it extra flat and crispy
"Speaker PENNY: Yeah, sure, come on in. 
Speaker LEONARD: Thanks. 
Speaker PENNY: Want some mac and cheese? 
Speaker LEONARD: No. Lactose. Gas. 
Speaker PENNY: Glass of wine? 
Speaker LEONARD: No. Sulfites. Migraines. 
Speaker PENNY: Okay, well, I'd offer you Halloween candy, but that's gone. 
Speaker PENNY: So, what's up? 
Speaker LEONARD: Okay, we used to go out, right? 
Speaker PENNY: ","Oh, my God, that's where I know you from."
"Speaker RACHEL: Well, Joshua's coming in tomorrow and since I don't have the guts to ask him out, I'm going to sell him a coat and put this note in the pocket. 
Speaker CHANDLER: Oh yeah? Joshua, give me a call sometime, guys like you never go out of style. 
Speaker JOEY: ",Hey!
"Speaker MONICA: Well, you-you coulda just turned the cushion over. 
Speaker PHOEBE: Yeah, I would've except I had a big spaghetti stain on the other side. 
Speaker MONICA: ",What?!?!
"Speaker BERNADETTE: to be a pharmaceutical sales rep. 
Speaker BERNADETTE: Maybe she can practice on you some time. 
Speaker PENNY: Oh, it would be great to practice on a real doctor. 
Speaker PERSON: Yeah. I'm sure that'd be fine. 
Speaker SHELDON: I have some odd freckles on my buttocks. 
Speaker SHELDON: Can I make an appointment for you to look at them? 
Speaker PERSON: Um... okay, I guess. 
Speaker AMY: ","I'm with him three years, nothing. She's with two minutes, and he's taking his pants off."
"Speaker MONICA: I am so sorry, please stop freaking out. 
Speaker CHANDLER: ","I am not freaking out, why would I be freaking out? A woman named Hildy called and said we will get married, but that happens everyday"
"Speaker PERSON: Sophia was discharged, is she here? 
Speaker DOROTHY: ","No, I haven't taken her out of the trunk of the car yet."
"Speaker PENNY: Awkward silence. Sheldon on his phone.
No touching. Somebody's having date night. 
Speaker AMY: It's actually steamier than it looks.
Sheldon's looking up the phallic symbolism of root vegetables in Renaissance paintings. 
Speaker SHELDON: Oh, no, I got bored with that.
I'm just browsing cuticle scissors on Amazon. 
Speaker PENNY: ",How do you not tear off his clothes and take him right here on this table?
"Speaker ROSS: Anyway, if you don't feel like being alone tonight, Joey and Chandler are coming over to help put together my new furniture. 
Speaker CHANDLER: ","Yes and we are ""very"" excited about it."
"Speaker PERSON1: Stuart: It's just my dad, probably calling to wish me a happy birthday. I'll call him back. 
Speaker PERSON1: You were saying? 
Speaker PERSON2: Look, Raj, be honest with me. If you want to end things, just do it. Don't expect me to do it for you. 
Speaker RAJ: End things? I'm trying to tell you that I love you. 
Speaker HOWARD: Happy birthday to you. 
Speaker PERSON1: Wow, there's a Denny's in Vegas you can actually get married in. 
Speaker PENNY: ","Wow, there's a Denny's in Vegas you can actually get married in."
"Speaker JOEY: Uhh, the ball thing. 
Speaker ROSS: Yeah? 
Speaker JOEY: Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?! 
Speaker ROSS: ",Yeah it would!
"Speaker JOEY: But I can see through your sheet. Yeah, yeah, that's her. But y'know what? Doesn't matter, 
Speaker JOEY: ",I'm never gonna get to meet her anyway.
"Speaker AMY: Your flaring nostrils indicate otherwise. 
Speaker SHELDON: Cluck-cluck-cluck. 
Speaker AMY: Sheldon, look at me.
I think it's time to face the fact that Leonard is the nucleus of your social group.
Where he goes, the group goes. 
Speaker SHELDON: Leonard the nucleus? That makes no sense. 
Speaker SHELDON: I'm the whimsical elf that everyone looks to for a good time. 
Speaker AMY: ",I'm not saying that you're not fun. You're the most fun person I know.
"Speaker ROSS: When did I say you were boring?! 
Speaker PHOEBE: Oh my God, I remember now! We were playing chess! 
Speaker ROSS: Phoebe! You and I have 
Speaker PHOEBE: ","Oh, come on!"
"Speaker MONICA: Hey, you haven't been practising the routine have you? 
Speaker ROSS: No! 
Speaker ROSS: ",I was thkinking about maybe going into the Robot.
"Speaker RACHEL: You and I were, uh 
Speaker PHOEBE: doing it on this table 
Speaker CHANDLER: You okay there? 
Speaker ROSS: I can't belive you two had sex in her dream. 
Speaker CHANDLER: ","I am sorry, it was a one time thing. I was very drunk and it was someone else's subconscious"
"Speaker PENNY: You mean when he was little. 
Speaker PERSON: Not as little as you'd want him to be. 
Speaker PENNY: You know, this stuff is horrible.
You want to see if we can find the cafeteria and get real coffee? Sure. 
Speaker PERSON: We're going to the cafeteria to get some coffee. 
You want anything? 
Speaker LEONARD: I'm fine. 
Speaker RAJ: That's nice that they're getting along. 
Speaker RAJ: ","Your girlfriend and your ex-girlfriend are hanging out together? Oh, yeah, that can only be good for you."
"Speaker JOEY: Look out! You almost crushed my hat 
Speaker ROSS: Sorry 
Speaker CHANDLER: ",And the bunny got away!
"Speaker PERSON: I knew it, wow!! 
Speaker PHOEBE: Wait-wait-wait, wait! Puppies. Cute or ugly? 
Speaker PERSON: Ohh, so cute. 
Speaker PHOEBE: ","Uh-huh, well! But umm, still I'm-I'm mad at you."
"Speaker CHANDLER: Do you know what just happened? 
Speaker MONICA: Yeah. We-we had sex and then we fell asleep. 
Speaker CHANDLER: No. We were in the middle of sex .. and 
Speaker MONICA: ","Nooo! No, that's not true. No, best time ever! Yeah, you rocked my world!"
"Speaker CHANDLER: I can't take it anymore. So you win, okay? Here! 
Speaker CHANDLER: ",Pheebs?
"Speaker MONICA: Richard! 
Speaker PERSON: Actually, I'm not here to complement the chef. 
Speaker MONICA: Ohh ..  Oh, that's okay I hate when people come back to complement the chef. 
Speaker MONICA: ",Like I have nothing better to do!
"Speaker HOWARD: Do you really think you should be drinking right now? 
Speaker RAJ: How else am I supposed to talk to the Human Resources lady? 
Speaker HOWARD: I don't know. Seek professional help? 
Speaker RAJ: ",I did. The guy at the liquor store said this stuff tastes great in coffee.
"Speaker PHOEBE: Fire alarm? Oh! Hi, officer,fireman, can-can I help you? 
Speaker PERSON: We found your fire alarm in the trash chute. That's not mine. 
Speaker PERSON: ",Yes it is.
"Speaker SHELDON: Leonard, this is Tom. 
Speaker LEONARD: Hi, Tom. Sheldon? 
Speaker LEONARD: Didn't I explain to you about your little mistake in the cafeteria? 
Speaker SHELDON: ",You were very clear. As was everyone else at the table.
"Speaker ROSS: Yeah, I know, it's my birthday. We all should be here. 
Speaker CHANDLER: So, let's go. 
Speaker ROSS: Well maybe, you know, maybe we should stay for one song. 
Speaker CHANDLER: ","Yeah, I mean, it would be rude to them for us to leave now."
"Speaker JOEY: That's the rule. 
Speaker CHANDLER: What rule? There's no rule, if anything, you owe me a table! 
Speaker JOEY: How'd you get to that? 
Speaker CHANDLER: ","Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio"
"Speaker SHELDON: Oh, oh, oh. 
Speaker SHELDON: Was he the one who made you eat your arm hair? 
Speaker LEONARD: No, but, actually, that was this guy's sister. 
Speaker PENNY: All right, well, what do you think he wants? 
Speaker LEONARD: I don't know. 
Speaker SHELDON: You know, the holidays are just around the corner. 
Speaker SHELDON: Maybe he wants to see if he can lodge the other testicle up there. 
Speaker LEONARD: I told you. That was a different guy. 
Speaker PENNY: ",Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop.
"Speaker RACHEL: Oh! 
Speaker MONICA: Oh God 
Speaker PHOEBE: Now you know how you really feel about it. 
Speaker RACHEL: ","Oh-oh, that's a risky little game!"
"Speaker CHANDLER: What what? 
Speaker JOEY: Hey, shaving? 
Speaker CHANDLER: ","No, rabies."
"Speaker ROSE: Wait donÕt leave me, what will I do if they come back? 
Speaker DOROTHY: ",Show them your slides of Hawaii
"Speaker JOEY: Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale. If you ever want to redo the bathroom floor. 
Speaker MONICA: Why, what's wrong with my bathroom floor? 
Speaker JOEY: ","Nothing. It's just old and dingy, that's all."
"Speaker CHANDLER: Get up 
Speaker JOEY: What? 
Speaker CHANDLER: You're in my seat 
Speaker JOEY: How is it your seat? 
Speaker CHANDLER: Cause I was sitting there 
Speaker JOEY: But then you left 
Speaker CHANDLER: But its not like I went to Spain, I went to the bathroom , you knew I was coming back. 
Speaker JOEY: Whats the big deal? 
Speaker CHANDLER: The big deal is that I was sitting there last, so.. that's my seat 
Speaker JOEY: Actually, the last place you were sitting was in there 
Speaker ROSS: You guys, you know what? it doesn't matter. Because you both have to go get dressed before the big vein in my head pops! 
Speaker CHANDLER: ","I just have to do one thing, really quickly, its not a big thing  ...  GET UP||"
"Speaker ROSS: According to Chandler, what phenomenon scares the bejesus out of him? 
Speaker MONICA: Michael flatly lord of the dance 
Speaker ROSS: That is correct! 
Speaker JOEY: The Irish gig guy? 
Speaker CHANDLER: ",His legs flail about as if independent from his body
"Speaker CHANDLER: Hey 
Speaker MONICA: So how was Joan? 
Speaker CHANDLER: Broke up with her 
Speaker MONICA: Why 
Speaker ROSS: Don't tell me, because of the big nostril thing? 
Speaker CHANDLER: ","I am telling you, when she leaned back, I could see her brain"
"Speaker MONICA: How was your date with Ginger. 
Speaker CHANDLER: Great. It was great. She is , uh, she is great, great looking, great personality, she is greatness 
Speaker MONICA: ",Sounds like she has got the whole package!
"Speaker HOWARD: Why not ""World's Greatest Engineer""? 
Speaker SHELDON: I'm sorry.
I typed that into the label maker, but I just couldn't press enter. Now down to business. 
Speaker SHELDON: What would it take for you to abandon Leonard and join me in a rival company 
Speaker SHELDON: Unless, of course, the mugs are sufficient, in which case, welcome aboard. 
Speaker HOWARD: We're not quitting on Leonard. 
Speaker SHELDON: ",I understand. Your loyalty is admirable. But what if I were to up the ante?
"Speaker JOEY: Well the tough thing is she really wants to have sex with me. 
Speaker CHANDLER: ",Crazy bitch!
"Speaker ROSS: Y'know, y'know I'm lookin' and I don't think anyone's home here. I say we just break the window, crawl through, and-and y'know explain later. Yeah? 
Speaker JOEY: Really? No one's home? 
Speaker ROSS: ",I don't think so. Hello?  When you get in there
"Speaker PHOEBE: I know, I opened it up and it  and there it was just floathing in there, like this tiny little hitchhiker. 
Speaker CHANDLER: ","Maybe it's a contest, you know? Like ""Collect all five""."
"Speaker SHELDON: They're here. 
Speaker LEONARD: Stay calm. We don't know anything about them yet. 
Speaker LEONARD: What are you doing? 
Speaker SHELDON: I'm checking for musical instruments. 
Speaker SHELDON: Does that sound like castanets to you? 
Speaker LEONARD: The box says ""kitchen."" 
Speaker SHELDON: ","So? Do cocaine smugglers write ""cocaine"" on the box?"
"Speaker SHELDON: Then take away his keys and make him wander the streets with the other drunks. 
Speaker LEONARD: You remember Sheldon and Raj and Howard. 
Speaker PERSON: Not really, no. 
Speaker PERSON: It's funny, huh, Leonard? 
Speaker PERSON: Back in school, I was the winner and you were the loser.
And now we're reversed. 
Speaker PERSON: You're the winner. 
Speaker SHELDON: ",You'd think a winner could make a decent cup of cocoa.
"Speaker PERSON: So, we're all standing around looking at the post-op X ray and there it is, clear as day, right in the guy's chest cavity...one of my earrings. 
Speaker LEONARD: Oh, my God, what did you do? 
Speaker PERSON: ","What do you think I did? I discreetly slipped off the other earring, put it in my pocket and then got the hell out of there!"
"Speaker JOEY: I don't know. But hey, I know we can decide. Okay, I'm gonna ask you questions and you answer real quick. 
Speaker JOEY: ",Okay?
"Speaker ROSS: Okay? 
Speaker CHANDLER: Hi Emma, it's the year 2020. 
Speaker CHANDLER: ",Are you still enjoying your nap?
"Speaker RACHEL: Oh Oh car car. 
Speaker PHOEBE: Its Ross on one of his drives 
Speaker RACHEL: What is he doing here? 
Speaker ROSS: He is saving your butt. Unless ofcourse I am stepping on some toes here, in which case I can just mosey on. I have plenty of people to help in the interstate. 
Speaker CHANDLER: ","Oh no, now its not gonna make any sense"
"Speaker SHELDON: My new computer came with Windows 7. 
Speaker SHELDON: Windows 7 is much more use r- friendly than Windows Vista. 
Speaker SHELDON: I don't like that. 
Speaker LEONARD: ",Don't you think looking for a new city to live in is a bit of an overreaction?
"Speaker RACHEL: It's one more thing in my life that's suddenly completely different. This is hard. 
Speaker ROSS: Yeah I know. 
Speaker ROSS: ","On the other hand in um, in about seven months you're gonna have something that you're gonna love more than any guy you've ever gone out with."
"Speaker JOEY: Oh my! 
Speaker RACHEL: They're male nurses. 
Speaker JOEY: Not in my head. 
Speaker RACHEL: ","Anyway, they want to take us out Saturday night! What do you say?"
"Speaker RAJ: Here you go. 
Speaker HOWARD: Great. Come on in. 
Speaker RAJ: What, you don't say thank you? 
Speaker HOWARD: It's my suitcase.
I lent it to you two years ago. 
Speaker RAJ: Well, then, I should tell you I broke the wheel and the handle. 
Speaker RAJ: So, is everyone from Bernadette's company going to Vegas? 
Speaker HOWARD: ","No, just me, her and a couple of the big wigs. It's part of a bonus she got."
"Speaker PERSON: You must've had your hands full 
Speaker CHANDLER: That I did. That I did. 
Speaker PERSON: So let's talk a little bit about your duties. 
Speaker CHANDLER: ",My duties?  All right.
"Speaker CHANDLER: You know what I knew something like this is gonna happen 
Speaker MONICA: What are you doing? Chandler, you can't just go back a phase 
Speaker CHANDLER: ","Yes you can. You're thinking about time, you can't go back in time."
"Speaker SHELDON: Will you at least stipulate that Star Trek IV: The Voyage Home is inarguably the best? 
Speaker RAJ: I have three words for you: Wrath of Khan. 
Speaker HOWARD: Thank God, you're here. 
Speaker LEONARD: What's the emergency? 
Speaker HOWARD: I got the Mars Rover stuck in a ditch. 
Speaker SHELDON: Where? 
Speaker HOWARD: ",On a dusty highway just outside Bakersfield. Where do you think? On Mars!
"Speaker DOROTHY: Was there ever any doubt? 
Speaker BLANCHE: Momentarily. This is strictly off the record, but Dirk's nearly five years younger that I. 
Speaker DOROTHY: ","In what Blanche, dog years?"
"Speaker PERSON: Welcome back! 
Speaker PHOEBE: Hey!  Can we pick up where we left off? 
Speaker PERSON: I don't know, I'm still pretty tired out from this afternoon. 
Speaker PHOEBE: ",Why?
"Speaker DOROTHY: Supposed to study for my French final with a fourteen year old in the house, its hard enough with an eighty year old. 
Speaker SOPHIA: Are you referring to me? 
Speaker DOROTHY: ","Ofcourse no Ma, I am referring to Carrey Grant, he is living in the broom closet."
"Speaker PERSON: On the other hand, no arousal. 
Speaker LEONARD: None? 
Speaker PERSON: None. 
Speaker LEONARD: Thank you for your time. 
Speaker PERSON: Thank you. 
Speaker LEONARD: None at all? 
Speaker HOWARD: ","Sheldon, if you were a robot, and I knew and you didn't..."
"Speaker CHANDLER: Oh, I'll go out and get you some. 
Speaker MONICA: Really?! 
Speaker CHANDLER: Nope! Because I'm not your boyfriend. Hey Pheebs, how did it go? 
Speaker PHOEBE: ","Well, umm, my Mom's friend, Phoebe, is actually my birth Mom."
"Speaker ROSS: Look I drew a sketch of how we are gonna do it ok? Rach, that's you, that's the couch 
Speaker RACHEL: What's that? 
Speaker ROSS: Oh, that's me. 
Speaker RACHEL: Wow! Certainly think a lot of yourself. 
Speaker ROSS: No, that's my arm. 
Speaker CHANDLER: ","Oh I see, I thought you just really really liked your new couch."
"Speaker ROSS: Man, I sure miss Julie 
Speaker CHANDLER: ",Spanish midgets wrestling Julie! Okay yes I see how they got there.
"Speaker JOEY: Remember what happened the last time I did an interview for them? I said I write a lot of my own lines, then the writers got mad and made my character fall down the elevator shaft. So who knows what I might say this time. 
Speaker CHANDLER: ",If only there was something in your head to control the things you say.
"Speaker SHELDON: What do you think? 
Speaker AMY: Can I speak to you for a second? 
Speaker SHELDON: I'll be right back. 
Speaker SHELDON: Feel free to play with yourself. 
Speaker AMY: I don't care for your friend, he's being rude to me. 
Speaker AMY: You need to ask him to leave. 
Speaker SHELDON: ","Amy, I can't just ask Wil Wheaton to leave. He's a minor celebrity. Once you explain who he is, many people recognize him."
"Speaker RACHEL: Okay. Let's use this brush. 
Speaker ROSS: Okay. This stuff? 
Speaker RACHEL: Yeah. 
Speaker ROSS: ",All right.
"Speaker CHANDLER: No you can't. You don't want to be guys, you'd be all hairy and wouldn't live as long. 
Speaker PHOEBE: ","Y'know you, you just stop being such a wuss and get those off and you come with us and watch naked girls dance around!!"
"Speaker HOWARD: You're kidding. You've got lotions and bath oils and soaps. That's the estrogen hat trick. 
Speaker SHELDON: What it is is a cacophonous assault of eucalyptus, bayberry, cinnamon and vanilla. 
Speaker SHELDON: It's as if my head were trapped in the pajamas of a sultan. 
Speaker RAJ: ","If you don't like this stuff, let's go next door and build her a bear."
"Speaker SHELDON: My tongue won't go as far forward as it used to. 
Speaker LEONARD: Maybe your tongue is shrinking. 
Speaker SHELDON: Nope. 
Speaker SHELDON: Oh, you have no idea how annoying this is. 
Speaker LEONARD: ",I'm starting to get a sense of it.
"Speaker BERNADETTE: Besides, Penny and I are having a girls' night tonight. 
Speaker AMY: Girls' night? What does that entail? 
Speaker BERNADETTE: Oh, you know, girls get together, hang out, share girl talk. 
Speaker AMY: I'm a girl. 
Speaker BERNADETTE: Oh. Well, maybe you can join us. I'll ask Penny. 
Speaker AMY: No need. Penny and I are very close. 
Speaker LEONARD: You are? 
Speaker AMY: ","Yes. In fact, our menses are synchronized. Penny. Bernadette tells me you're planning a girls' night."
"Speaker ROSE: Are you depressed about Glen? 
Speaker DOROTHY: ","No, I am depressed becaues Phillis George left the morning news."
"Speaker PERSON: Oh, I must've said that after you left. 
Speaker RACHEL: Said what? Exactly. 
Speaker PERSON: That you enjoyed the occasional drink .. ing binge. 
Speaker RACHEL: ","Oh my God!! Ohh, that is it! I'm leaving! You are just a horrible person!"
"Speaker SHELDON: See, I've got, uh, my tea is at the perfect sipping temperature. 
Speaker SHELDON: Uh, I have fleece-lined boxer shorts to keep my tushie toasty. 
Speaker SHELDON: And then, oh, last but not least, this inspirational cat poster, improved with the reassuring face of physics renegade Richard Feynman. 
Speaker PENNY: ",Is that why you had to take him to Office Depot last night?
